AGE,GENDER,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_YEAR,ANNUAL_MILEAGE,VEHICLE_TYPE
40-64,female,20-29y,high school,middle class,6.373.835.703.783.100,after 2015,13000.0,sedan
40-64,female,20-29y,high school,middle class,6.941.801.207.168.870,after 2015,12000.0,sedan
26-39,male,10-19y,high school,middle class,4.584.271.899.596.410,after 2015,17000.0,sedan
16-25,female,0-9y,high school,working class,2.933.097.901.859.780,before 2015,8000.0,sedan
40-64,female,20-29y,high school,upper class,4.869.412.364.076.040,before 2015,12000.0,sedan
65+,male,0-9y,university,upper class,5.854.859.057.934.490,before 2015,12000.0,sedan
16-25,female,0-9y,university,working class,4.762.313.488.935.260,before 2015,17000.0,sedan
16-25,female,0-9y,none,poverty,36.320.192.600.069.500,after 2015,16000.0,sedan
65+,male,10-19y,none,middle class,5.923.712.484.738.100,before 2015,10000.0,sedan
16-25,male,0-9y,none,working class,4.031.125.996.087.700,before 2015,7000.0,sedan
26-39,female,10-19y,high school,poverty,4.981.216.883.745.050,before 2015,,sedan
40-64,female,20-29y,university,upper class,6.557.539.885.646.220,before 2015,12000.0,sedan
26-39,male,10-19y,high school,middle class,5.564.465.612.117.490,before 2015,9000.0,sedan
26-39,male,10-19y,none,working class,19.991.776.537.369.100,before 2015,,sedan
40-64,female,10-19y,high school,upper class,5.646.160.302.496.540,after 2015,14000.0,sedan
40-64,female,20-29y,high school,middle class,4.345.567.667.763.650,before 2015,12000.0,sedan
16-25,male,0-9y,high school,working class,3.235.211.152.170.160,after 2015,,sedan
26-39,female,10-19y,none,poverty,35.483.288.600.693.100,before 2015,9000.0,sedan
65+,female,30y+,high school,upper class,4.827.366.070.309.050,before 2015,11000.0,sedan
26-39,female,10-19y,high school,middle class,5.735.528.833.585.380,after 2015,11000.0,sedan
16-25,female,0-9y,none,poverty,,before 2015,16000.0,sedan
40-64,male,20-29y,university,upper class,4.463.351.888.977.290,before 2015,8000.0,sedan
40-64,female,0-9y,university,upper class,4.553.108.506.467.280,after 2015,5000.0,sedan
65+,female,20-29y,high school,middle class,4.202.318.593.644.110,before 2015,11000.0,sedan
26-39,female,10-19y,none,poverty,2.638.709.817.862.520,before 2015,,sedan
65+,male,30y+,university,upper class,4.909.724.942.222.810,before 2015,10000.0,sedan
40-64,female,20-29y,university,middle class,4.461.930.791.702.030,before 2015,11000.0,sedan
26-39,female,10-19y,none,poverty,4.296.243.313.540.990,before 2015,11000.0,sedan
40-64,male,20-29y,high school,upper class,5.445.719.745.347.380,after 2015,8000.0,sedan
26-39,male,10-19y,university,upper class,4.954.896.401.934.540,before 2015,7000.0,sedan
26-39,male,10-19y,university,working class,3.898.977.902.841.320,before 2015,14000.0,sedan
16-25,female,0-9y,none,poverty,5.379.441.036.112.620,before 2015,17000.0,sedan
40-64,male,20-29y,high school,upper class,6.516.496.600.100.000,before 2015,14000.0,sedan
16-25,female,0-9y,high school,middle class,5.995.107.478.403.810,before 2015,11000.0,sedan
40-64,female,0-9y,high school,upper class,5.270.890.686.072.880,before 2015,,sedan
16-25,female,0-9y,high school,working class,508.437.363.490.692,before 2015,9000.0,sedan
26-39,male,10-19y,university,middle class,4.909.957.303.035.640,after 2015,14000.0,sedan
65+,male,10-19y,none,upper class,5.893.226.520.579.670,before 2015,,sports car
40-64,female,10-19y,university,upper class,6.911.864.135.719.330,after 2015,9000.0,sedan
16-25,male,0-9y,university,working class,371.964.912.767.888,before 2015,14000.0,sedan
40-64,male,10-19y,high school,upper class,5.979.053.031.002.310,before 2015,12000.0,sedan
26-39,male,10-19y,high school,poverty,2.537.695.780.346.570,before 2015,15000.0,sedan
16-25,male,0-9y,university,middle class,5.443.925.884.826.560,before 2015,12000.0,sedan
26-39,female,10-19y,university,working class,5.884.675.392.032.950,before 2015,13000.0,sedan
26-39,male,10-19y,high school,working class,,before 2015,,sedan
40-64,male,20-29y,university,upper class,6.984.773.297.169.320,before 2015,15000.0,sedan
40-64,female,10-19y,high school,working class,,before 2015,10000.0,sedan
16-25,female,0-9y,university,middle class,5.903.723.317.210.910,before 2015,6000.0,sedan
65+,female,0-9y,high school,upper class,5.541.510.770.211.690,after 2015,12000.0,sedan
16-25,female,0-9y,none,poverty,3.263.605.561.292.130,before 2015,,sedan
26-39,male,10-19y,university,working class,4.494.195.374.335.470,before 2015,15000.0,sedan
65+,male,30y+,none,middle class,455.399.660.620.943,after 2015,10000.0,sedan
26-39,male,10-19y,high school,working class,4.308.870.003.600.700,after 2015,13000.0,sedan
40-64,male,20-29y,high school,middle class,6.442.098.118.504.560,before 2015,9000.0,sedan
65+,female,30y+,high school,upper class,7.976.873.586.272.650,after 2015,9000.0,sedan
40-64,male,20-29y,high school,upper class,615.117.089.773.629,before 2015,9000.0,sedan
40-64,female,10-19y,university,upper class,6.572.904.169.685.260,after 2015,10000.0,sedan
26-39,male,0-9y,university,upper class,4.303.346.446.522.280,before 2015,11000.0,sedan
40-64,female,20-29y,university,upper class,7.828.086.436.792.080,after 2015,8000.0,sedan
40-64,male,0-9y,university,middle class,2.911.508.701.209.550,before 2015,11000.0,sedan
40-64,male,10-19y,university,upper class,7.832.878.607.386.970,before 2015,10000.0,sedan
16-25,male,0-9y,none,poverty,2.837.731.929.948.110,before 2015,16000.0,sports car
40-64,female,10-19y,high school,middle class,5.309.567.255.397.410,before 2015,15000.0,sedan
65+,male,10-19y,high school,upper class,3.902.936.364.061.160,after 2015,,sedan
16-25,male,0-9y,none,working class,29.966.502.248.357.600,before 2015,13000.0,sedan
16-25,female,0-9y,university,middle class,,before 2015,10000.0,sedan
26-39,male,10-19y,high school,working class,5.494.459.382.415.580,before 2015,14000.0,sedan
40-64,female,0-9y,high school,upper class,640.486.329.666.487,after 2015,,sedan
26-39,female,10-19y,university,middle class,539.533.013.674.284,before 2015,11000.0,sedan
40-64,female,10-19y,university,upper class,3.853.517.361.901.700,after 2015,14000.0,sedan
16-25,male,0-9y,none,poverty,3.660.278.989.452.590,before 2015,13000.0,sedan
40-64,female,0-9y,university,upper class,5.559.326.927.404.380,before 2015,8000.0,sedan
26-39,male,10-19y,university,upper class,5.841.954.045.163.820,before 2015,15000.0,sedan
26-39,female,10-19y,university,upper class,6.148.706.083.882.520,after 2015,8000.0,sedan
26-39,male,10-19y,high school,poverty,35.052.541.486.180.000,before 2015,16000.0,sedan
40-64,male,20-29y,high school,middle class,643.774.905.711.156,after 2015,14000.0,sedan
26-39,male,10-19y,high school,working class,,before 2015,13000.0,sedan
40-64,female,10-19y,university,upper class,4.619.447.260.307.450,before 2015,7000.0,sedan
40-64,female,20-29y,high school,upper class,7.161.298.671.692.880,before 2015,10000.0,sedan
26-39,female,10-19y,university,middle class,5.940.034.089.231.780,before 2015,,sedan
40-64,female,20-29y,university,upper class,5.720.686.898.452.770,before 2015,15000.0,sedan
65+,male,30y+,high school,working class,,before 2015,9000.0,sedan
40-64,male,20-29y,university,middle class,4.353.109.432.968.600,before 2015,9000.0,sedan
26-39,male,10-19y,university,working class,5.554.123.081.055.180,before 2015,13000.0,sedan
40-64,female,20-29y,university,upper class,5.369.598.510.872.820,after 2015,14000.0,sedan
26-39,male,10-19y,high school,poverty,4.859.030.683.167.000,before 2015,14000.0,sedan
26-39,female,10-19y,high school,middle class,4.245.410.220.847.360,before 2015,11000.0,sports car
65+,female,30y+,high school,upper class,4.788.215.913.128.310,before 2015,14000.0,sports car
40-64,female,10-19y,university,upper class,6.710.704.950.139.320,after 2015,6000.0,sedan
40-64,male,10-19y,high school,upper class,5.187.253.040.090.150,after 2015,8000.0,sedan
26-39,female,0-9y,high school,middle class,5.532.095.143.612.930,before 2015,11000.0,sedan
65+,female,0-9y,university,upper class,768.231.230.762.985,after 2015,11000.0,sedan
16-25,female,0-9y,high school,working class,4.478.875.309.155.910,after 2015,8000.0,sedan
16-25,female,0-9y,none,poverty,364.249.626.269.686,before 2015,12000.0,sedan
40-64,female,0-9y,high school,middle class,590.549.784.536.155,before 2015,13000.0,sedan
26-39,female,0-9y,university,upper class,6.841.915.403.793.800,before 2015,14000.0,sedan
65+,male,30y+,university,upper class,5.157.093.846.916.310,after 2015,11000.0,sports car
40-64,female,0-9y,high school,middle class,6.382.596.124.731.350,before 2015,10000.0,sedan
65+,female,30y+,university,upper class,5.302.997.451.862.770,after 2015,,sedan
65+,female,30y+,university,upper class,6.740.414.294.106.580,after 2015,7000.0,sedan
26-39,female,10-19y,high school,poverty,5.037.056.612.882.580,before 2015,15000.0,sedan
26-39,female,10-19y,high school,middle class,4.808.607.229.796.850,before 2015,8000.0,sedan
65+,male,10-19y,high school,upper class,,after 2015,11000.0,sedan
16-25,female,0-9y,none,poverty,4.934.823.530.904.100,before 2015,,sedan
40-64,female,20-29y,high school,middle class,8.447.693.992.802.170,before 2015,17000.0,sedan
16-25,female,0-9y,high school,poverty,326.073.298.912.384,before 2015,12000.0,sedan
40-64,female,20-29y,university,upper class,6.033.931.394.625.660,before 2015,,sedan
26-39,female,0-9y,university,upper class,6.874.077.602.000.470,before 2015,9000.0,sedan
40-64,male,10-19y,university,upper class,6.240.850.982.971.250,after 2015,,sedan
26-39,female,0-9y,none,working class,3.036.760.657.982.800,before 2015,6000.0,sedan
65+,female,30y+,university,upper class,6.384.093.615.076.920,before 2015,11000.0,sedan
40-64,female,20-29y,none,working class,3.389.234.505.866.020,before 2015,12000.0,sedan
26-39,male,10-19y,university,middle class,6.073.963.264.420.990,before 2015,13000.0,sedan
16-25,female,0-9y,university,middle class,3.843.188.544.077.810,before 2015,15000.0,sedan
40-64,female,10-19y,high school,middle class,5.746.368.950.714.440,before 2015,,sedan
26-39,male,10-19y,university,working class,32.534.583.314.924.900,before 2015,17000.0,sedan
40-64,female,20-29y,high school,upper class,7.397.365.430.996.370,before 2015,9000.0,sedan
40-64,male,20-29y,none,working class,4.213.727.899.199.360,before 2015,9000.0,sedan
16-25,female,0-9y,none,working class,4.347.263.584.753.220,before 2015,11000.0,sedan
40-64,female,20-29y,high school,middle class,,before 2015,5000.0,sedan
26-39,female,10-19y,none,poverty,4.095.635.873.512.510,before 2015,13000.0,sedan
65+,female,10-19y,university,upper class,6.649.445.937.643.440,before 2015,14000.0,sedan
26-39,female,10-19y,high school,poverty,4.217.761.160.854.680,before 2015,11000.0,sedan
26-39,male,10-19y,high school,working class,4.363.575.583.678.380,after 2015,17000.0,sedan
65+,female,30y+,high school,upper class,5.454.170.837.148.880,after 2015,8000.0,sedan
40-64,male,20-29y,high school,upper class,4.725.505.586.147.920,before 2015,13000.0,sedan
16-25,male,0-9y,high school,poverty,4.109.658.882.409.650,before 2015,9000.0,sports car
26-39,female,10-19y,none,middle class,5.362.321.051.953.780,before 2015,13000.0,sedan
40-64,female,20-29y,high school,middle class,6.048.092.117.828.340,before 2015,13000.0,sedan
16-25,female,0-9y,none,working class,3.829.703.656.842.230,after 2015,14000.0,sedan
40-64,female,20-29y,none,upper class,610.668.072.605.521,before 2015,8000.0,sedan
65+,female,30y+,high school,upper class,6.077.604.581.227.760,before 2015,11000.0,sports car
26-39,female,10-19y,university,upper class,5.501.791.491.994.630,before 2015,9000.0,sedan
16-25,female,0-9y,high school,poverty,4.367.822.925.882.560,before 2015,15000.0,sedan
65+,female,20-29y,university,upper class,7.226.741.315.484.700,before 2015,7000.0,sedan
40-64,male,20-29y,university,middle class,4.050.369.649.662.160,after 2015,11000.0,sedan
40-64,female,10-19y,high school,middle class,5.546.780.709.314.850,before 2015,10000.0,sedan
26-39,female,10-19y,university,working class,4.848.989.798.873.580,before 2015,11000.0,sedan
40-64,female,10-19y,university,upper class,6.677.167.788.370.200,after 2015,12000.0,sedan
65+,male,10-19y,university,upper class,5.978.279.623.546.920,after 2015,8000.0,sedan
16-25,female,0-9y,high school,working class,4.099.796.451.032.050,before 2015,13000.0,sedan
65+,male,30y+,high school,upper class,6.520.091.339.480.980,before 2015,8000.0,sedan
26-39,female,10-19y,high school,poverty,3.635.651.402.218.850,after 2015,12000.0,sedan
40-64,male,20-29y,none,middle class,5.684.657.075.683.760,before 2015,13000.0,sedan
40-64,male,20-29y,university,working class,4.849.226.786.837.620,before 2015,13000.0,sedan
40-64,female,20-29y,none,middle class,,after 2015,8000.0,sedan
26-39,female,0-9y,high school,upper class,5.984.750.968.198.150,before 2015,14000.0,sedan
16-25,male,0-9y,high school,poverty,17.325.366.976.456.900,after 2015,12000.0,sedan
40-64,female,20-29y,high school,working class,3.658.662.566.623.800,before 2015,10000.0,sedan
40-64,male,0-9y,university,upper class,6.622.630.915.790.510,after 2015,10000.0,sedan
16-25,female,0-9y,high school,poverty,2.964.579.189.655.130,before 2015,13000.0,sedan
65+,male,10-19y,university,upper class,6.654.465.106.165.250,after 2015,14000.0,sedan
16-25,male,0-9y,high school,poverty,4.598.209.016.844.730,before 2015,16000.0,sedan
26-39,female,0-9y,none,poverty,3.044.782.230.239.010,after 2015,13000.0,sedan
40-64,female,10-19y,high school,upper class,5.540.992.702.345.700,after 2015,10000.0,sedan
16-25,male,0-9y,high school,middle class,5.501.360.144.688.460,before 2015,,sedan
16-25,female,0-9y,high school,working class,5.088.152.895.397.870,after 2015,,sedan
40-64,female,20-29y,high school,middle class,5.824.349.020.421.990,before 2015,10000.0,sedan
40-64,male,0-9y,high school,upper class,6.575.109.245.006.760,before 2015,5000.0,sedan
26-39,female,0-9y,university,middle class,5.398.917.673.832.450,before 2015,9000.0,sedan
26-39,female,10-19y,high school,upper class,7.882.455.199.977.020,after 2015,12000.0,sedan
40-64,female,10-19y,high school,upper class,3.740.988.948.900.960,after 2015,11000.0,sedan
65+,female,0-9y,high school,working class,4.533.881.137.734.930,before 2015,5000.0,sedan
40-64,female,10-19y,university,upper class,6.236.477.209.573.310,before 2015,13000.0,sedan
26-39,female,10-19y,high school,upper class,5.478.841.635.869.200,before 2015,14000.0,sedan
16-25,male,0-9y,high school,poverty,3.430.873.769.883.650,before 2015,17000.0,sedan
40-64,male,20-29y,high school,upper class,5.190.099.503.610.500,after 2015,13000.0,sedan
40-64,male,20-29y,university,middle class,5.673.898.991.239.930,after 2015,8000.0,sedan
40-64,male,20-29y,university,upper class,6.817.248.270.496.550,after 2015,10000.0,sedan
26-39,male,10-19y,high school,upper class,7.049.433.758.654.290,after 2015,14000.0,sedan
26-39,female,0-9y,university,upper class,7.094.989.381.196.150,before 2015,9000.0,sedan
16-25,female,0-9y,high school,working class,3.811.504.504.337.710,before 2015,14000.0,sedan
65+,female,30y+,university,upper class,7.276.229.155.679.570,after 2015,12000.0,sedan
26-39,male,10-19y,university,working class,5.575.777.399.764.440,before 2015,16000.0,sedan
40-64,female,20-29y,none,poverty,36.553.154.876.399.300,before 2015,12000.0,sedan
40-64,male,20-29y,university,middle class,5.071.819.273.107.240,after 2015,10000.0,sedan
40-64,female,20-29y,none,middle class,5.109.156.545.146.270,after 2015,,sedan
65+,male,30y+,high school,upper class,5.761.803.776.573.230,before 2015,11000.0,sedan
26-39,male,10-19y,high school,upper class,6.722.631.185.395.280,before 2015,9000.0,sedan
16-25,male,0-9y,none,poverty,4.894.065.022.328.370,before 2015,17000.0,sedan
65+,male,0-9y,none,middle class,4.547.790.641.267.570,before 2015,11000.0,sedan
16-25,female,0-9y,none,poverty,29.159.481.109.886.400,before 2015,14000.0,sedan
40-64,male,20-29y,high school,middle class,5.800.044.807.159.790,after 2015,13000.0,sedan
16-25,female,0-9y,high school,working class,3.341.015.036.327.400,before 2015,15000.0,sedan
16-25,male,0-9y,high school,poverty,,before 2015,14000.0,sedan
65+,male,30y+,high school,upper class,5.965.456.185.989.810,before 2015,13000.0,sedan
65+,female,20-29y,university,upper class,8.022.750.062.675.510,after 2015,12000.0,sedan
26-39,female,10-19y,high school,middle class,7.119.888.047.926.280,before 2015,,sedan
26-39,female,10-19y,high school,working class,4.354.991.782.885.190,before 2015,14000.0,sedan
40-64,female,0-9y,none,working class,3.448.712.040.183.040,before 2015,13000.0,sedan
40-64,female,10-19y,university,upper class,6.352.126.722.583.390,before 2015,8000.0,sedan
40-64,female,0-9y,university,upper class,5.596.127.262.430.460,before 2015,8000.0,sedan
65+,male,30y+,university,upper class,6.002.606.708.399.570,before 2015,10000.0,sedan
40-64,female,20-29y,high school,middle class,4.331.407.796.093.580,after 2015,14000.0,sedan
